tu_fico_9,tradeline_count,inquiry_count,collection_count,revolving_utilization,delinquent_secured,delinquent_unsecured,bankruptcy_count,stated_indiv_income,stated_additional_income,tu_income_estimate,tu_monthly_payments,tu_mortgage_payments,riskview,principal,cpb,days_delinquent,payment_history
634,56,5,1,28,0,0,0,145000,0,73,1111,0,795,,,,"installment;2006-06-12;2015-01-13;0;698;0;0;individual;;0,installment;2006-06-27;2015-01-13;0;615;0;0;individual;;0,installment;2006-10-17;2015-01-13;0;2625;0;0;individual;;0,installment;2006-11-16;2015-01-13;0;4000;0;0;individual;;0,installment;2007-10-10;2015-01-13;0;3500;0;0;individual;;0,installment;2007-10-10;2015-01-13;0;4000;0;0;individual;;0,installment;2009-08-20;2011-09-30;0;21830;0;0;individual;XXXXXXXXXXXXXXXXXXXXX1;0,installment;2009-08-20;2013-02-26;0;5500;0;0;individual;1;0,installment;2009-08-20;2013-02-26;0;6900;0;0;individual;1;0,installment;2009-08-20;2015-01-13;0;5500;0;0;individual;XXX1111XX1111;0,installment;2009-08-20;2015-01-13;0;6900;0;0;individual;XXX1111XX1111;0,installment;2010-09-07;2013-02-26;0;1530;0;0;individual;1;0,installment;2010-09-07;2013-02-26;0;3000;0;0;individual;1;0,installment;2010-09-07;2013-02-26;0;4322;0;0;individual;1;0,installment;2010-09-07;2013-02-26;0;578;0;0;individual;1;0,installment;2010-09-07;2015-01-13;0;1530;0;0;individual;XXX1111XX1111;0,installment;2010-09-07;2015-01-13;0;3000;0;0;individual;XXX1111XX1111;0,installment;2010-09-07;2015-01-13;0;4322;0;0;individual;XXX1111XX1111;0,installment;2010-09-07;2015-01-13;0;578;0;0;individual;XXX1111XX1111;0,installment;2012-01-23;2018-05-25;0;22154;0;0;individual;111111111111111112211111111111111111111111111111;0,installment;2015-01-12;2021-03-31;64512;49274;0;0;individual;11111111111111XXXX55541XXX11XX4111XXXXXXX1XXX1;645,installment;2016-01-05;2017-02-28;0;2657;0;0;individual;;0,mortgage;2018-10-31;2019-12-31;0;250381;0;0;individual;1111111111;0,mortgage;2019-12-26;2020-08-31;0;251970;0;0;individual;111111;0,mortgage;2020-08-24;2021-04-02;0;253468;0;0;individual;111111;0,revolving;2008-05-08;2018-02-16;0;2163;1750;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2008-05-08;2018-06-18;0;2163;2100;0;individual;111111111111111112111111111111111111111111111111;0,revolving;2008-06-05;2021-04-09;2446;5052;6570;0;individual;111111111111111111111111111111111111111111111111;87,revolving;2009-02-28;2021-04-13;68;2135;2000;0;individual;111111111111111111111111111111111111111111111111;18,revolving;2010-02-12;2021-04-10;0;3301;3600;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2010-02-27;2021-03-13;0;581;1490;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2010-03-21;2015-08-13;0;634;1800;0;individual;1111111111111111111111111111111;0,revolving;2010-06-22;2021-04-10;978;2031;3000;0;individual;111111111111111111111111111111111111111111111111;45,revolving;2011-07-02;2021-04-10;1198;4307;8100;0;individual;111111111111111111111111111111111111111211111111;23,revolving;2013-11-11;2019-05-18;0;506;250;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2013-11-17;2021-04-05;2030;2324;3000;0;individual;111111111111111111111111111111111111111111111111;62,revolving;2014-01-13;2021-04-17;0;1317;1980;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2014-01-14;2018-04-28;0;52;500;0;individual;11111111111111111111111XXXXXXXXXXXXXXXXXXXXXXXX1;0,revolving;2014-08-29;2020-05-30;0;267;500;0;individual;X11111111111111111111111111111111111111111111111;0,revolving;2014-11-06;2021-04-06;0;349;300;0;individual;111111211111111111121111111111111111111321111111;0,revolving;2015-02-16;2018-06-08;0;207;200;0;individual;1111111111111111111111111111111111111111;0,revolving;2015-04-17;2021-04-22;0;351;220;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2015-06-02;2018-05-12;0;194;250;0;individual;11111111111111111111111111111111111;0,revolving;2015-08-31;2017-11-01;0;2067;4000;0;individual;X1111111111111111111111111;0,revolving;2018-06-30;2021-04-10;0;250;630;0;individual;111111111111111111111111111111111;0,revolving;2018-11-04;2021-04-12;115;418;190;0;individual;11111111111111111111111111111;35,revolving;2018-11-25;2021-04-28;0;895;700;0;individual;11111111111111111111111111111;0,revolving;2018-11-25;2021-04-29;672;1216;840;0;individual;11111111111111111111211111111;56,revolving;2018-11-28;2021-04-09;0;726;540;0;individual;11111111111111111111111111111;0,revolving;2018-12-02;2021-01-10;0;323;750;0;individual;1111111111111111211111111;0,revolving;2019-03-04;2021-03-20;0;95;500;0;individual;111111111111111111111111;0,revolving;2019-03-12;2021-04-20;0;1591;1600;0;individual;1111111111111111111111111;0,revolving;2019-06-03;2021-03-27;0;155;250;0;individual;111111111111111111111;0,revolving;2019-06-28;2021-03-27;176;578;590;0;individual;111111111111111111111;35,revolving;2020-10-26;2021-03-27;0;207;750;0;individual;1111;0,revolving;2021-03-14;2021-04-14;3000;3000;2800;0;individual;1;105"
588,12,0,0,50,0,3,0,50000,0,52,571,0,708,,,,"installment;2008-05-07;2013-11-29;0;14607;0;0;jointContractLiability;111111111111111111111111111111111111111111111111;0,installment;2011-06-21;2015-03-13;0;17629;0;0;jointContractLiability;21111222;0,installment;2015-02-11;2015-11-27;0;28491;0;0;individual;111111111;0,installment;2015-10-15;2016-06-03;0;26004;0;0;individual;11111111;0,installment;2016-05-02;2019-02-12;0;21224;0;0;individual;11111111111111111111111111111111;0,installment;2018-12-06;2021-03-31;13865;17398;0;0;individual;111111111111111111111121111;368,revolving;2009-05-20;2014-01-04;0;1605;2000;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2010-08-28;2013-12-18;0;325;300;0;individual;111111111111111111111111111111111111111;0,revolving;2013-11-19;2021-04-22;5193;5243;4500;5193;individual;;103,revolving;2015-12-06;2021-04-12;931;1536;1250;0;individual;111111111111111111111111115543211111111111111111;47,revolving;2016-12-06;2021-04-06;641;1887;2000;0;individual;111111111111111111111111111112111111111111111111;28,revolving;2017-10-24;2021-04-17;312;540;500;0;individual;11111111111111111111111111111111111111111;25"
643,21,9,0,91,0,0,0,48000,20000,53,735,0,672,,,,"installment;2018-03-19;2020-02-08;0;5095;0;0;jointContractLiability;1111111111111111111111;0,revolving;2011-04-01;2021-04-08;0;299;300;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2012-03-18;2020-05-09;0;195;1550;0;individual;X11111111111111111111111111111111111111111111111;0,revolving;2013-01-21;2021-04-21;9941;10140;10000;0;individual;111111111111111111111111111111111111111111111111;214,revolving;2013-04-13;2018-11-10;0;74;750;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2016-06-07;2021-04-07;1499;2601;2000;0;individual;111111111111111111111111111111111111111111111111;40,revolving;2016-11-22;2017-08-11;0;127;2300;0;individual;1111111;0,revolving;2017-02-05;2021-04-20;4742;4762;4700;0;individual;111111111111111111111111111111111111111111111111;95,revolving;2018-01-03;2021-04-17;1356;1851;1650;0;individual;111111111111111111111111111111111111111;42,revolving;2018-02-07;2021-04-21;1717;1748;1700;0;individual;11111111111111111111111111111111111111;49,revolving;2018-03-01;2021-04-05;0;313;300;0;individual;1111111111111111111111111111111111111;0,revolving;2018-04-05;2021-04-16;715;721;700;0;individual;111111111111111111111111111111111111;36,revolving;2018-04-26;2021-04-21;4;229;300;0;individual;11111111111111111111111111111111111;13,revolving;2018-05-20;2021-04-23;730;803;700;0;individual;11111111111111111111111111111111111;52,revolving;2019-04-07;2021-04-13;1507;1529;1500;0;individual;111111111111111111111111;45,revolving;2019-05-10;2021-04-22;505;512;500;0;individual;11111111111111111111111;30,revolving;2019-07-09;2021-04-13;728;799;700;0;individual;111111111111111111111;51,revolving;2019-11-28;2021-04-21;0;0;300;0;individual;1111111111111111;0,revolving;2019-11-29;2021-04-21;205;322;300;0;individual;1111111111111111;40,revolving;2020-04-24;2021-04-21;112;164;550;0;individual;11111111111;28,revolving;2020-04-28;2021-04-10;0;29;250;0;individual;11111111111;0"
662,21,6,3,9,1,0,0,55000,0,45,569,0,639,,,,"installment;2013-11-12;2021-02-19;0;11821;0;0;individual;111111111111111111111132121122211211111111111111;0,installment;2015-09-15;2015-12-18;0;500;0;0;individual;11;0,installment;2015-12-21;2016-08-13;0;900;0;0;individual;1111111;0,installment;2016-08-16;2017-08-17;0;1000;0;0;individual;11111111111;0,installment;2017-09-12;2018-06-13;0;1000;0;0;individual;11111111;0,installment;2018-01-17;2019-01-07;0;500;0;0;individual;11111111111;0,installment;2018-05-11;2019-09-18;0;1762;0;0;individual;111111111111111;0,installment;2018-06-15;2019-06-03;0;1000;0;0;individual;11111111111;0,installment;2019-01-12;2019-12-20;0;500;0;0;individual;11111111111;0,installment;2019-09-18;2020-04-29;0;1721;0;0;individual;1111111;0,installment;2020-01-03;2020-11-05;0;14517;0;0;individual;1111111111;0,installment;2020-04-29;2021-03-31;1880;2578;0;0;individual;11111111111;122,installment;2020-10-22;2021-03-31;2080;2300;0;0;individual;11111;89,installment;2020-10-30;2021-03-31;13334;13794;0;0;individual;11111;283,revolving;2014-08-04;2020-05-30;0;1211;1000;0;individual;;0,revolving;2015-04-07;2021-04-30;0;601;500;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2015-10-07;2021-04-07;6;571;500;0;individual;111111111111111111111111111111111111111111111111;6,revolving;2017-02-07;2021-04-07;81;869;750;0;individual;111111111111111111322111111111111111111111111111;25,revolving;2017-12-07;2021-04-18;9;447;300;0;individual;1111111111111111111111221111111111111111;9,revolving;2019-05-22;2021-04-28;224;3453;900;0;authorizedUser;1111111111111111111111;35,revolving;2021-01-25;2021-04-28;0;305;350;0;individual;111;0"
587,19,20,0,10,0,0,0,200000,0,36,226,0,675,,,,"installment;2015-10-08;2021-03-31;5959;5000;0;0;individual;1111111111111111111111111X1111XXXXXXXXXXXX555411;59,revolving;2014-05-21;2021-04-04;414;473;300;414;individual;;8,revolving;2015-01-31;2019-04-23;0;783;500;0;individual;;0,revolving;2019-01-19;2021-04-15;62;266;200;0;individual;11111111111111111111121111;25,revolving;2019-03-15;2021-04-23;26;481;400;0;individual;1111111111111111112111111;26,revolving;2020-01-02;2021-04-15;48;506;600;0;individual;11111111111111;25,revolving;2020-01-03;2020-05-22;0;0;400;0;individual;1111;0,revolving;2020-01-03;2021-04-23;0;399;300;0;individual;111111111111111;0,revolving;2020-01-29;2021-04-01;396;740;700;0;individual;11111111111111;35,revolving;2020-01-29;2021-04-04;31;432;500;0;individual;11111111111111;30,revolving;2020-02-24;2021-04-08;8;328;300;0;individual;1111111111111;8,revolving;2020-06-12;2021-04-19;3;329;300;0;individual;111111111;0,revolving;2020-07-13;2021-04-27;0;302;300;0;individual;111111111;0,revolving;2020-08-27;2021-04-02;0;301;300;0;individual;1111111;0,revolving;2020-09-14;2021-04-09;0;293;300;0;individual;111111;0,revolving;2020-10-30;2021-04-12;1;490;500;0;individual;11111;1,revolving;2021-02-27;2021-04-06;0;75;300;0;individual;1;0,revolving;2021-03-14;2021-04-19;8;87;700;0;individual;1;8,revolving;2021-04-01;2021-04-21;75;75;300;0;individual;;1"
561,12,0,0,101,0,1,0,60000,0,49,532,0,,,,,"installment;2012-11-23;2014-06-17;0;2012;0;0;individual;11111111111111111;0,installment;2015-01-31;2015-05-19;0;33630;0;0;individual;111;0,mortgage;2006-12-29;2013-02-25;0;174591;0;0;jointContractLiability;111111111111111111111111111111111111111111111111;0,revolving;1996-05-02;2017-04-21;0;177;124;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2002-11-21;2021-04-11;3447;3507;3400;0;individual;111111111111111111111111111111111111111111111111;87,revolving;2007-06-27;2021-04-24;2493;2561;2500;0;individual;111111111111111111111111111111111111111111111111;59,revolving;2015-07-31;2021-04-12;8634;8708;8500;0;individual;111111111111111111111111111111111111111111111111;173,revolving;2015-09-12;2020-02-12;0;928;700;0;individual;111111111111111111111155543223211111111111111111;0,revolving;2018-11-26;2020-02-23;0;0;1000;0;individual;111111111111111;0,revolving;2019-02-17;2021-04-28;764;2000;1340;0;individual;11111111111111111111111111;34,revolving;2019-07-22;2021-04-14;0;433;300;0;individual;11111123321112111111;0,revolving;2019-12-26;2021-04-09;5109;5109;5000;278;individual;211111111111111;179"
743,5,1,0,8,0,0,0,60000,0,114,229,0,703,,,,"revolving;2016-11-19;2021-04-23;4569;11912;34300;0;authorizedUser;111111111111111111111111111111111111111111111111;166,revolving;2017-03-13;2021-04-17;806;2184;4700;0;authorizedUser;111111111111111111;28,revolving;2017-07-30;2021-04-24;0;65;1002;0;individual;11111111111111111111111111111111111111111111;0,revolving;2017-11-29;2021-04-15;386;4712;8500;0;authorizedUser;1111111111111111111111111111111;35,revolving;2021-02-09;2021-04-11;0;0;18500;0;individual;11;0"
743,5,1,0,8,0,0,0,60000,0,114,229,0,703,34000,28183.08,0,"revolving;2016-11-19;2021-04-23;4569;11912;34300;0;authorizedUser;111111111111111111111111111111111111111111111111;166,revolving;2017-03-13;2021-04-17;806;2184;4700;0;authorizedUser;111111111111111111;28,revolving;2017-07-30;2021-04-24;0;65;1002;0;individual;11111111111111111111111111111111111111111111;0,revolving;2017-11-29;2021-04-15;386;4712;8500;0;authorizedUser;1111111111111111111111111111111;35,revolving;2021-02-09;2021-04-11;0;0;18500;0;individual;11;0"
562,7,0,10,0,0,0,0,55000,0,45,46,0,,,,,"installment;2010-08-26;2016-04-19;0;26416;0;0;individual;233223321121222212322;0,installment;2013-11-08;2014-07-22;0;500;0;0;individual;1111111;0,installment;2014-12-04;2015-07-20;0;500;0;0;individual;111111;0,installment;2017-12-14;2019-03-01;0;1000;0;0;individual;11111111111111;0,installment;2019-04-11;2020-01-30;0;1000;0;0;individual;11111111;0,installment;2020-01-30;2021-02-22;0;1000;0;0;individual;111111111111;0,open;2016-02-11;2021-04-03;1534;0;0;1534;individual;;46"
684,30,5,1,36,0,0,0,55000,17000,71,2188,818,722,7555,6090.26,0,"installment;2013-10-04;2014-11-10;0;9435;0;0;individual;111X111111111;0,installment;2014-07-26;2015-06-08;0;10973;0;0;individual;1111111111;0,installment;2014-11-06;2019-06-27;0;8423;0;0;individual;111111111111111111;0,installment;2015-06-03;2015-07-20;0;19276;0;0;individual;1;0,installment;2015-07-16;2021-03-31;5295;19619;0;0;individual;111111111111111111111111111111111111111;311,installment;2016-01-27;2017-03-01;0;1223;0;0;individual;11111111111111;0,installment;2018-02-21;2021-03-31;2907;7015;0;0;individual;1111111111111111111111111111111111111;150,installment;2018-12-08;2021-02-23;13629;19058;0;0;individual;11111111111111111111111111;330,mortgage;2018-02-16;2019-06-26;0;103785;0;0;individual;1111111111111;0,mortgage;2019-06-21;2020-12-18;0;125406;0;0;individual;11111111111111;0,mortgage;2020-12-14;2021-04-03;126633;127325;0;0;individual;1;818,revolving;2013-11-12;2018-11-10;0;29;500;0;individual;11111111111111111111111;0,revolving;2014-03-08;2021-04-13;0;968;1300;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2014-04-04;2021-04-13;0;1196;1200;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2015-06-01;2021-03-31;533;822;1000;0;individual;111111111111111111111111111111111111111111111111;51,revolving;2015-07-16;2021-03-31;2563;4288;5000;0;individual;111111111111111111111111111111111111111;77,revolving;2015-09-10;2021-04-11;0;437;700;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2015-09-10;2021-04-21;0;444;1300;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2015-11-19;2020-06-16;0;1792;2300;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2017-01-09;2021-04-06;536;1077;1250;0;individual;111111111111111111111111111111111111111111111111;25,revolving;2017-03-23;2019-09-20;0;245;1000;0;individual;11111111111111111111111111111;0,revolving;2017-08-23;2021-04-25;0;395;400;0;individual;11111111111111111111111111111111111111111111;0,revolving;2017-11-19;2021-04-09;0;720;800;0;individual;11111111111111111111111111111111111111111;0,revolving;2018-04-04;2021-04-22;4173;9900;9900;0;individual;111111111111111111111111111111111111;173,revolving;2018-11-23;2021-04-28;858;1152;1300;0;individual;11111111111111111111111111111;43,revolving;2019-04-14;2021-04-14;423;709;4000;0;individual;11111111111111111111111;28,revolving;2019-10-22;2021-04-02;1851;1947;2300;0;individual;11111111111111111;35,revolving;2020-04-18;2021-04-13;2636;2918;4200;0;individual;11111111111;71,revolving;2020-07-05;2021-04-16;2313;2325;5500;0;individual;111111111;47,revolving;2020-11-18;2021-04-17;387;507;4000;0;individual;1111;29"
602,20,8,1,48,0,0,0,60000,70000,102,3127,1753,685,,,,"installment;1996-09-18;2021-03-31;9874;5500;0;0;individual;11111111111111111X11111X5411111X111XX1111XX1111;98,installment;1997-02-04;2021-03-31;3784;1855;0;0;individual;11111111111111111X11111X5411111X111XX1111XX1111;37,installment;2000-06-26;2021-03-31;29717;12979;0;0;individual;11111111111111111X11111X5411111X111XX1111XX1111;297,installment;2012-07-23;2012-10-16;0;480;0;0;individual;111;0,installment;2012-10-16;2013-05-14;0;480;0;0;individual;1111111;0,installment;2013-05-14;2013-10-29;0;480;0;0;individual;11111;0,installment;2013-10-29;2014-03-14;0;480;0;0;individual;11111;0,installment;2014-04-15;2014-09-08;0;480;0;0;individual;11111;0,installment;2014-09-08;2015-04-15;0;480;0;0;individual;1111111;0,installment;2015-04-18;2021-04-03;7703;29449;0;0;jointContractLiability;111111111111111111111111111121111111111111111111;651,installment;2018-08-16;2019-04-09;0;837;0;0;individual;11111111;0,installment;2019-04-09;2019-12-06;0;787;0;0;individual;11111111;0,mortgage;2021-03-02;2021-03-31;325308;325495;0;0;jointContractLiability;;1753,revolving;2018-12-03;2021-04-15;318;752;950;0;authorizedUser;1111111111111111111111111111;30,revolving;2019-07-11;2021-04-23;701;733;700;0;individual;111111111111111111111;36,revolving;2019-09-06;2021-04-22;4557;5083;9000;0;authorizedUser;1;149,revolving;2020-07-07;2021-04-19;519;608;800;0;individual;11111111;30,revolving;2020-09-09;2021-04-13;1042;1042;1200;0;individual;1111111;29,revolving;2021-03-03;2021-04-25;1068;1068;2800;0;individual;1;17,revolving;2021-03-22;2021-04-22;0;0;1500;0;individual;1;0"
687,5,0,0,63,0,0,0,38000,5000,41,494,0,636,,,,"installment;2016-02-27;2017-08-15;0;4867;0;0;individual;1111111111111111;0,installment;2017-08-10;2021-03-31;8424;17831;0;0;individual;1111111111111111111111111111111111111111111;349,revolving;2016-05-15;2021-04-13;403;432;400;0;individual;111111111111111111111111111111111111111111111111;25,revolving;2018-01-07;2021-04-19;3170;5246;4900;0;individual;111111111111111111111111111111111111111;91,revolving;2019-11-22;2021-04-27;31;400;400;0;individual;11111111111111111;29"
553,17,5,3,0,0,0,0,22000,1200,80,186,0,,,,,"installment;2007-09-25;2012-06-12;0;3500;0;0;individual;11;0,installment;2007-09-25;2012-06-30;0;4000;0;0;individual;11;0,installment;2008-10-20;2011-07-17;0;550;0;0;individual;;0,installment;2012-07-07;2021-03-31;8265;15839;0;8265;jointContractLiability;;165,installment;2014-04-18;2016-12-05;0;16234;0;0;individual;5555555554111X11111111111111111;0,installment;2014-04-18;2021-04-04;11011;8677;0;11011;individual;;5,installment;2014-04-18;2021-04-04;9147;7557;0;9147;individual;;5,installment;2014-08-19;2015-11-06;0;7916;0;0;jointContractLiability;111111111111111;0,installment;2015-10-29;2017-12-07;0;24535;0;0;individual;;0,installment;2017-10-21;2019-05-01;0;12106;0;0;individual;111111111111111111;0,installment;2017-10-21;2021-03-22;0;10394;0;0;individual;1111111111111111111121111211111111111111;0,mortgage;2005-10-31;2011-11-01;0;308000;0;0;jointContractLiability;;0,open;2019-12-06;2021-03-31;109;109;0;109;individual;;3,revolving;2008-07-14;2017-04-23;0;899;900;0;authorizedUser;11111111111111111111111111111111111111111111111;0,revolving;2012-06-14;2018-05-05;0;1254;1250;0;authorizedUser;11111111111111111111111XXXXXXXXXXXXXX11111112111;0,revolving;2015-11-25;2021-04-01;0;1130;1600;0;individual;111111111111111111111111111111111111111121111111;0,revolving;2020-06-13;2021-04-07;8;495;501;0;individual;111111111;8"
474,15,14,9,0,4,0,0,29950,0,52,1600,1437,,,,,"mortgage;2016-08-15;2021-03-31;143733;133200;0;0;jointContractLiability;XXXXXXXXXXXX2X1112222;1437,mortgage;2016-08-19;2019-03-01;0;133200;0;0;jointContractLiability;5543211111111111111111111111;0,revolving;1974-01-12;2017-05-07;0;233;124;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2010-08-28;2017-06-11;0;529;1600;0;individual;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX1;0,revolving;2012-11-19;2021-04-01;2084;2417;2100;2084;individual;;41,revolving;2013-06-14;2019-08-03;0;1340;1080;0;individual;;0,revolving;2013-09-02;2018-09-22;2569;2639;2500;2569;individual;;51,revolving;2014-05-30;2021-04-15;2950;2595;2150;2950;individual;;59,revolving;2014-08-21;2018-03-05;0;408;380;0;individual;1111111111111111111111111111111111111111111;0,revolving;2015-10-13;2017-05-14;0;147;500;0;individual;XXXXXXXXXXXXXX11111;0,revolving;2015-12-06;2018-02-05;0;0;1000;0;individual;1111111111111111111111111;0,revolving;2016-08-13;2018-03-17;0;0;250;0;individual;1111111111111111111;0,revolving;2018-05-01;2020-08-01;0;150;300;0;individual;111111111111111111111111111;0,revolving;2018-07-09;2020-10-01;0;0;100;0;individual;111111111111111111111111111;0,revolving;2020-01-27;2021-03-15;639;639;0;127;individual;;12"
611,18,0,0,60,0,0,0,78000,10000,63,1043,0,704,,,,"installment;2005-09-08;2018-08-27;0;2625;0;0;individual;11111111111111X41111XX1111XXXXXXXXXXXX1XXXXXX111;0,installment;2006-09-01;2018-08-27;0;3500;0;0;individual;11111111111111X41111XX1111XXXXXXXXXXXX1XXXXXX111;0,installment;2006-09-01;2018-08-27;0;4000;0;0;individual;11111111111111X41111XX1111XXXXXXXXXXXX1XXXXXX111;0,installment;2007-09-05;2018-08-27;0;4500;0;0;individual;11111111111111X41111XX1111XXXXXXXXXXXX1XXXXXX111;0,installment;2008-09-05;2018-08-22;0;5500;0;0;individual;11111111111111X41111XX1111XXXXXXXXXXXX1XXXXX1555;0,installment;2008-09-11;2018-08-22;0;2000;0;0;individual;11111111111111X41111XX1111XXXXXXXXXXXX1XXXXX1555;0,installment;2009-09-18;2018-08-22;0;2000;0;0;individual;11111111111111X41111XX1111XXXXXXXXXXXX1XXXXX1555;0,installment;2009-09-18;2018-08-22;0;5500;0;0;individual;11111111111111X41111XX1111XXXXXXXXXXXX1XXXXX1555;0,installment;2009-10-08;2018-08-22;0;5000;0;0;individual;11111111111111X41111XX1111XXXXXXXXXXXX1XXXXX1555;0,installment;2010-09-13;2018-08-22;0;11125;0;0;individual;11111111111111X41111XX1111XXXXXXXXXXXX1XXXXX1555;0,installment;2010-09-13;2018-08-22;0;1375;0;0;individual;11111111111111X41111XX1111XXXXXXXXXXXX1XXXXX1555;0,installment;2018-08-21;2021-03-31;85033;80436;0;0;individual;11111111111X11111111111111111X1;850,revolving;2004-08-23;2021-04-10;2708;4809;4800;0;authorizedUser;111111111111111111111111111111111111111111111111;62,revolving;2009-07-28;2019-03-08;0;10842;11000;0;terminated;11111111111111111111111111111111111111111111;0,revolving;2018-01-11;2021-04-10;706;892;800;0;individual;11111111111112111111111111111111111111;25,revolving;2018-01-12;2021-04-26;789;1103;1100;0;individual;111111111111132111111111111111111111111;39,revolving;2019-11-02;2021-04-21;199;518;400;0;individual;11111111121111111;34,revolving;2019-12-07;2021-04-07;83;287;300;0;individual;111211111111111;33"
699,30,10,0,36,0,0,0,7550,0,152,4705,2254,794,,,,"installment;2007-04-28;2012-05-22;0;18356;0;0;individual;11111111111111111111111111111;0,installment;2011-04-22;2011-09-30;0;69406;0;0;individual;1111;0,installment;2011-04-22;2013-04-12;0;24688;0;0;individual;111111111111111111;0,installment;2011-04-22;2013-04-12;0;44715;0;0;individual;111111111111111111;0,installment;2011-04-22;2021-03-31;94636;69403;0;0;individual;1XXXXX111111111111111X1XXXXX1XXXXXXXXXXXX1;946,installment;2012-05-17;2014-06-19;0;23085;0;0;individual;111111111111111111;0,installment;2014-06-11;2017-01-30;0;21944;0;0;individual;1111111111211111111111111111111;0,installment;2014-07-03;2015-06-22;0;15921;0;0;jointContractLiability;11111111111;0,installment;2015-04-17;2015-05-28;0;233923;0;0;jointContractLiability;;0,installment;2015-06-15;2018-01-12;0;24230;0;0;jointContractLiability;1111111111111111111121111111111;0,installment;2017-01-25;2017-10-19;0;14595;0;0;individual;111111111;0,installment;2017-09-30;2017-11-06;0;29604;0;0;individual;1;0,installment;2017-11-01;2019-10-02;0;30245;0;0;individual;11111111111111111111111;0,installment;2018-01-10;2021-03-31;10516;20459;0;0;jointContractLiability;11111111111111111111111111111111111111;326,installment;2018-04-10;2019-04-01;0;14000;0;0;jointContractLiability;111111111111;0,installment;2018-08-16;2019-04-02;0;10000;0;0;individual;11111111;0,installment;2019-06-01;2021-03-31;24102;25255;0;0;jointContractLiability;111111111111111111111;226,installment;2019-08-15;2020-02-24;0;10800;0;0;individual;111111;0,installment;2019-09-30;2021-04-21;36112;43121;0;0;individual;111111111111111111;629,mortgage;2015-04-17;2018-08-02;0;233923;0;0;jointContractLiability;111111111111111111111111111121111111;0,mortgage;2015-04-17;2019-03-22;0;233923;0;0;jointContractLiability;11111;0,mortgage;2019-03-18;2020-02-20;0;276000;0;0;jointContractLiability;11111111111;0,mortgage;2020-02-19;2021-04-05;333217;340000;0;0;individual;1111111111111;2254,revolving;2011-01-11;2021-04-24;1778;2943;2900;0;individual;111111111111111111111111111111111111111111111111;25,revolving;2011-11-12;2021-04-27;3764;4474;7500;0;individual;111111111111111111111111111111111111111111111111;50,revolving;2014-07-06;2021-04-09;897;2999;2500;0;individual;111111111111111111111111111111111111111111111111;15,revolving;2015-06-16;2021-04-09;2;4002;4000;0;individual;111111111111111111111111111111111111111111111111;2,revolving;2017-01-26;2021-03-31;0;2527;3000;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2018-06-15;2021-04-16;0;8500;8400;0;individual;1111111111111111111111111111111111;0,revolving;2019-06-12;2021-04-09;7428;10302;10000;0;individual;111111111111111111111;232"
621,9,1,0,0,0,0,0,35460,0,45,877,877,717,,,,"installment;2009-10-15;2012-04-16;0;9088;0;0;jointContractLiability;111111111111111111111111111111;0,installment;2011-01-20;2013-01-07;0;3279;0;0;jointContractLiability;11111111111111111111111;0,mortgage;2013-07-02;2021-03-31;45189;82100;0;0;individual;111111111111111221111122121122111211112111111111;877,revolving;2014-11-17;2018-12-22;0;280;100;0;individual;1111111112111111111111111113;0,revolving;2015-08-22;2017-12-20;0;333;300;0;individual;115432111121111111111111111;0,revolving;2017-12-11;2019-06-21;0;291;150;0;individual;11121112111111111;0,revolving;2017-12-11;2019-06-21;0;291;150;0;individual;11211121111111111;0,revolving;2017-12-11;2019-06-21;0;291;180;0;individual;111111211111111111;0,revolving;2017-12-11;2019-11-21;0;291;150;0;individual;1111111121112111111111;0"
